month,cty_code,country,gen_val_usd,gen_qty,qty_unit,con_val_usd,hts
2025-11,5700,CHINA,66968,14897,NO,66968,7104911000
2025-11,5820,HONG KONG,0,0,NO,0,7104911000
2025-11,5880,JAPAN,10553,54,NO,10553,7104911000
2025-11,6021,AUSTRALIA,2312,1,NO,2312,7104911000
2025-11,4099,DENMARK,0,0,NO,0,7104911000
2025-11,4120,UNITED KINGDOM,42036,335,NO,42036,7104911000
2025-11,4210,NETHERLANDS,44950,166,NO,44950,7104911000
2025-11,4231,BELGIUM,0,0,NO,0,7104911000
2025-11,4279,FRANCE,0,0,NO,0,7104911000
2025-11,4280,GERMANY,10397,36,NO,10397,7104911000
2025-11,4330,AUSTRIA,26205,205068,NO,26205,7104911000
2025-11,4419,SWITZERLAND,0,0,NO,0,7104911000
2025-11,4623,UKRAINE,0,0,NO,0,7104911000
2025-11,4631,ARMENIA,2650,1,NO,2650,7104911000
2025-11,4700,SPAIN,0,0,NO,0,7104911000
2025-11,4759,ITALY,0,0,NO,0,7104911000
2025-11,4890,TURKEY,24100,246,NO,24100,7104911000
2025-11,5081,ISRAEL,97485,843,NO,97485,7104911000
2025-11,-,TOTAL FOR ALL COUNTRIES,6612657,503440,NO,6612657,7104911000
2025-11,0003,EUROPEAN UNION,81552,205270,NO,81552,7104911000
2025-11,1XXX,NORTH AMERICA,281178,214,NO,281178,7104911000
2025-11,4XXX,EUROPE,150338,205852,NO,150338,7104911000
2025-11,7XXX,AFRICA,0,0,NO,0,7104911000
2025-11,0014,PACIFIC RIM COUNTRIES,79833,14952,NO,79833,7104911000
2025-11,5XXX,ASIA,6178829,297373,NO,6178829,7104911000
2025-11,6XXX,AUSTRALIA AND OCEANIA,2312,1,NO,2312,7104911000
2025-11,0020,USMCA (NAFTA),281178,214,NO,281178,7104911000
2025-11,0021,TWENTY LATIN AMERICAN REPUBLICS,0,0,NO,0,7104911000
2025-11,0022,OECD,539216,206963,NO,539216,7104911000
2025-11,0023,NATO,402661,997,NO,402661,7104911000
2025-11,0024,LAFTA,0,0,NO,0,7104911000
2025-11,0025,EURO AREA,81552,205270,NO,81552,7104911000
2025-11,0026,APEC,896940,34097,NO,896940,7104911000
2025-11,0027,ASEAN,535929,18931,NO,535929,7104911000
2025-11,1220,CANADA,281178,214,NO,281178,7104911000
2025-11,2010,MEXICO,0,0,NO,0,7104911000
2025-11,7850,MAURITIUS,0,0,NO,0,7104911000
2025-11,7910,SOUTH AFRICA,0,0,NO,0,7104911000
2025-11,7930,BOTSWANA,0,0,NO,0,7104911000
2025-12,5200,UNITED ARAB EMIRATES,1089753,56033,NO,1089753,7104911000
2025-12,5330,INDIA,4730398,143879,NO,4730398,7104911000
2025-12,5490,THAILAND,689120,18843,NO,689120,7104911000
2025-12,5530,LAOS,0,0,NO,0,7104911000
2025-12,5590,SINGAPORE,3659,1,NO,3659,7104911000
2025-12,5600,INDONESIA,0,0,NO,0,7104911000
2025-12,5700,CHINA,101605,77269,NO,101605,7104911000
2025-12,5820,HONG KONG,32903,7257,NO,32903,7104911000
2025-12,5830,TAIWAN,3000,200,NO,3000,7104911000
2025-12,5880,JAPAN,14527,65,NO,14527,7104911000
2025-12,6021,AUSTRALIA,3500,14,NO,3500,7104911000
2025-12,3570,ARGENTINA,4495,2,NO,4495,7104911000
2025-12,4099,DENMARK,0,0,NO,0,7104911000
2025-12,4120,UNITED KINGDOM,22272,29,NO,22272,7104911000
2025-12,4210,NETHERLANDS,45393,188,NO,45393,7104911000
2025-12,4231,BELGIUM,4593,16,NO,4593,7104911000
2025-12,4279,FRANCE,2504,1,NO,2504,7104911000
2025-12,4280,GERMANY,17675,37,NO,17675,7104911000
2025-12,4330,AUSTRIA,21555,221455,NO,21555,7104911000
2025-12,4419,SWITZERLAND,0,0,NO,0,7104911000
2025-12,4623,UKRAINE,0,0,NO,0,7104911000
2025-12,4631,ARMENIA,10683,54,NO,10683,7104911000
2025-12,4700,SPAIN,0,0,NO,0,7104911000
2025-12,4759,ITALY,0,0,NO,0,7104911000
2025-12,4890,TURKEY,16200,1,NO,16200,7104911000
2025-12,5081,ISRAEL,68372,1033,NO,68372,7104911000
2025-12,-,TOTAL FOR ALL COUNTRIES,7148328,526511,NO,7148328,7104911000
2025-12,0003,EUROPEAN UNION,91720,221697,NO,91720,7104911000
2025-12,1XXX,NORTH AMERICA,266121,134,NO,266121,7104911000
2025-12,4XXX,EUROPE,140875,221781,NO,140875,7104911000
2025-12,7XXX,AFRICA,0,0,NO,0,7104911000
2025-12,0014,PACIFIC RIM COUNTRIES,159194,84806,NO,159194,7104911000
2025-12,5XXX,ASIA,6733337,304580,NO,6733337,7104911000
2025-12,6XXX,AUSTRALIA AND OCEANIA,3500,14,NO,3500,7104911000
2025-12,0020,USMCA (NAFTA),266121,134,NO,266121,7104911000
2025-12,0021,TWENTY LATIN AMERICAN REPUBLICS,4495,2,NO,4495,7104911000
2025-12,0022,OECD,482712,222973,NO,482712,7104911000
2025-12,0023,NATO,374758,406,NO,374758,7104911000
2025-12,0024,LAFTA,4495,2,NO,4495,7104911000
2025-12,0025,EURO AREA,91720,221697,NO,91720,7104911000
2025-12,0026,APEC,1114435,103783,NO,1114435,7104911000
2025-12,0027,ASEAN,692779,18844,NO,692779,7104911000
2025-12,1220,CANADA,266121,134,NO,266121,7104911000
2025-12,2010,MEXICO,0,0,NO,0,7104911000
2025-12,7850,MAURITIUS,0,0,NO,0,7104911000
2025-12,7910,SOUTH AFRICA,0,0,NO,0,7104911000
2025-12,7930,BOTSWANA,0,0,NO,0,7104911000
2025-12,3XXX,SOUTH AMERICA,4495,2,NO,4495,7104911000
2026-01,5200,UNITED ARAB EMIRATES,1596719,340722,NO,1596719,7104911000
2026-01,5330,INDIA,2849706,27944,NO,2795915,7104911000
2026-01,5490,THAILAND,281329,28456,NO,276329,7104911000
2026-01,5700,CHINA,124067,10457,NO,124067,7104911000
2026-01,5820,HONG KONG,12152,5431,NO,12152,7104911000
2026-01,4190,IRELAND,11050,1600,NO,11050,7104911000
2026-01,4231,BELGIUM,3351,1,NO,3351,7104911000
2026-01,4330,AUSTRIA,5650,23066,NO,5650,7104911000
2026-01,4631,ARMENIA,5084,41,NO,5084,7104911000
2026-01,4759,ITALY,4100,8100,NO,4100,7104911000
2026-01,4890,TURKEY,16200,225,NO,16200,7104911000
2026-01,5081,ISRAEL,85015,681,NO,85015,7104911000
2026-01,-,TOTAL FOR ALL COUNTRIES,5146213,446832,NO,5087422,7104911000
2026-01,0003,EUROPEAN UNION,24151,32767,NO,24151,7104911000
2026-01,1XXX,NORTH AMERICA,151790,108,NO,151790,7104911000
2026-01,4XXX,EUROPE,45435,33033,NO,45435,7104911000
2026-01,0014,PACIFIC RIM COUNTRIES,136219,15888,NO,136219,7104911000
2026-01,5XXX,ASIA,4948988,413691,NO,4890197,7104911000
2026-01,0020,USMCA (NAFTA),151790,108,NO,151790,7104911000
2026-01,0022,OECD,277156,33781,NO,277156,7104911000
2026-01,0023,NATO,175441,8434,NO,175441,7104911000
2026-01,0025,EURO AREA,24151,32767,NO,24151,7104911000
2026-01,0026,APEC,569338,44452,NO,564338,7104911000
2026-01,0027,ASEAN,281329,28456,NO,276329,7104911000
2026-01,1220,CANADA,151790,108,NO,151790,7104911000
2026-02,5200,UNITED ARAB EMIRATES,2181200,419228,NO,2181200,7104911000
2026-02,5330,INDIA,13209393,182038,NO,13209393,7104911000
2026-02,5490,THAILAND,95045,5788,NO,95045,7104911000
2026-02,5590,SINGAPORE,6615,2,NO,6615,7104911000
2026-02,5700,CHINA,19638,17314,NO,19638,7104911000
2026-02,5820,HONG KONG,14532,6404,NO,14532,7104911000
2026-02,6021,AUSTRALIA,24806,2578,NO,24806,7104911000
2026-02,4190,IRELAND,0,0,NO,0,7104911000
2026-02,4231,BELGIUM,0,0,NO,0,7104911000
2026-02,4280,GERMANY,38102,52,NO,38102,7104911000
2026-02,4330,AUSTRIA,26975,71332,NO,26975,7104911000
2026-02,4419,SWITZERLAND,4000,1,NO,4000,7104911000
2026-02,4631,ARMENIA,0,0,NO,0,7104911000
2026-02,4759,ITALY,0,0,NO,0,7104911000
2026-02,4890,TURKEY,16200,225,NO,16200,7104911000
2026-02,5081,ISRAEL,315636,2420,NO,313186,7104911000
2026-02,-,TOTAL FOR ALL COUNTRIES,16075263,710163,NO,16072813,7104911000
2026-02,0003,EUROPEAN UNION,65077,71384,NO,65077,7104911000
2026-02,1XXX,NORTH AMERICA,123121,2781,NO,123121,7104911000
2026-02,4XXX,EUROPE,85277,71610,NO,85277,7104911000
2026-02,0014,PACIFIC RIM COUNTRIES,65591,26298,NO,65591,7104911000
2026-02,5XXX,ASIA,15842059,633194,NO,15839609,7104911000
2026-02,6XXX,AUSTRALIA AND OCEANIA,24806,2578,NO,24806,7104911000
2026-02,0020,USMCA (NAFTA),123121,2781,NO,123121,7104911000
2026-02,0022,OECD,548840,79389,NO,546390,7104911000
2026-02,0023,NATO,177423,3058,NO,177423,7104911000
2026-02,0025,EURO AREA,65077,71384,NO,65077,7104911000
2026-02,0026,APEC,283757,34867,NO,283757,7104911000
2026-02,0027,ASEAN,101660,5790,NO,101660,7104911000
2026-02,1220,CANADA,123121,2781,NO,123121,7104911000
2026-03,5200,UNITED ARAB EMIRATES,413003,102818,NO,413003,7104911000
2026-03,5330,INDIA,19383928,1020113,NO,19383928,7104911000
2026-03,5490,THAILAND,130039,10238,NO,130039,7104911000
2026-03,5590,SINGAPORE,0,0,NO,0,7104911000
2026-03,5700,CHINA,9559,2,NO,9559,7104911000
2026-03,5820,HONG KONG,34155,787,NO,34155,7104911000
2026-03,6021,AUSTRALIA,0,0,NO,0,7104911000
2026-03,4190,IRELAND,0,0,NO,0,7104911000
2026-03,4231,BELGIUM,0,0,NO,0,7104911000
2026-03,4280,GERMANY,13605,30,NO,13605,7104911000
2026-03,4330,AUSTRIA,5247,138,NO,5247,7104911000
2026-03,4419,SWITZERLAND,0,0,NO,0,7104911000
2026-03,4631,ARMENIA,0,0,NO,0,7104911000
2026-03,4759,ITALY,0,0,NO,0,7104911000
2026-03,4890,TURKEY,16200,225,NO,16200,7104911000
2026-03,5081,ISRAEL,153479,1598,NO,153479,7104911000
2026-03,-,TOTAL FOR ALL COUNTRIES,20317948,1137740,NO,20317948,7104911000
2026-03,0003,EUROPEAN UNION,18852,168,NO,18852,7104911000
2026-03,1XXX,NORTH AMERICA,158733,1791,NO,158733,7104911000
2026-03,4XXX,EUROPE,35052,393,NO,35052,7104911000
2026-03,0014,PACIFIC RIM COUNTRIES,43714,789,NO,43714,7104911000
2026-03,5XXX,ASIA,20124163,1135556,NO,20124163,7104911000
2026-03,6XXX,AUSTRALIA AND OCEANIA,0,0,NO,0,7104911000
2026-03,0020,USMCA (NAFTA),158733,1791,NO,158733,7104911000
2026-03,0021,TWENTY LATIN AMERICAN REPUBLICS,2985,1,NO,2985,7104911000
2026-03,0022,OECD,347264,3782,NO,347264,7104911000
2026-03,0023,NATO,185553,2045,NO,185553,7104911000
2026-03,0024,LAFTA,2985,1,NO,2985,7104911000
2026-03,0025,EURO AREA,18852,168,NO,18852,7104911000
2026-03,0026,APEC,332486,12818,NO,332486,7104911000
2026-03,0027,ASEAN,130039,10238,NO,130039,7104911000
2026-03,1220,CANADA,155748,1790,NO,155748,7104911000
2026-03,2010,MEXICO,2985,1,NO,2985,7104911000
2026-04,5200,UNITED ARAB EMIRATES,98891,5393,NO,98891,7104911000
2026-04,5330,INDIA,18085743,1475247,NO,18085743,7104911000
2026-04,5490,THAILAND,218679,59654,NO,218679,7104911000
2026-04,5590,SINGAPORE,0,0,NO,0,7104911000
2026-04,5700,CHINA,22266,6713,NO,22266,7104911000
2026-04,5820,HONG KONG,172060,1489,NO,172060,7104911000
2026-04,6021,AUSTRALIA,0,0,NO,0,7104911000
2026-04,4120,UNITED KINGDOM,5315,1,NO,5315,7104911000
2026-04,4190,IRELAND,0,0,NO,0,7104911000
2026-04,4231,BELGIUM,8019,15,NO,8019,7104911000
2026-04,4280,GERMANY,64728,74,NO,64728,7104911000
2026-04,4330,AUSTRIA,0,0,NO,0,7104911000
2026-04,4419,SWITZERLAND,0,0,NO,0,7104911000
2026-04,4631,ARMENIA,0,0,NO,0,7104911000
2026-04,4759,ITALY,0,0,NO,0,7104911000
2026-04,4890,TURKEY,0,0,NO,0,7104911000
2026-04,5081,ISRAEL,78039,1118,NO,80489,7104911000
2026-04,-,TOTAL FOR ALL COUNTRIES,19129230,1558363,NO,19131680,7104911000
2026-04,0003,EUROPEAN UNION,72747,89,NO,72747,7104911000
2026-04,1XXX,NORTH AMERICA,375490,8659,NO,375490,7104911000
2026-04,4XXX,EUROPE,78062,90,NO,78062,7104911000
2026-04,0014,PACIFIC RIM COUNTRIES,194326,8202,NO,194326,7104911000
2026-04,5XXX,ASIA,18675678,1549614,NO,18678128,7104911000
2026-04,6XXX,AUSTRALIA AND OCEANIA,0,0,NO,0,7104911000
2026-04,0020,USMCA (NAFTA),375490,8659,NO,375490,7104911000
2026-04,0021,TWENTY LATIN AMERICAN REPUBLICS,0,0,NO,0,7104911000
2026-04,0022,OECD,531591,9867,NO,534041,7104911000
2026-04,0023,NATO,453552,8749,NO,453552,7104911000
2026-04,0024,LAFTA,0,0,NO,0,7104911000
2026-04,0025,EURO AREA,72747,89,NO,72747,7104911000
2026-04,0026,APEC,788495,76515,NO,788495,7104911000
2026-04,0027,ASEAN,218679,59654,NO,218679,7104911000
2026-04,1220,CANADA,375490,8659,NO,375490,7104911000
2026-04,2010,MEXICO,0,0,NO,0,7104911000
2026-05,5200,UNITED ARAB EMIRATES,144296,9979,NO,144296,7104911000
2026-05,5330,INDIA,24785904,1510278,NO,21880684,7104911000
2026-05,5490,THAILAND,142268,33129,NO,142268,7104911000
2026-05,5590,SINGAPORE,0,0,NO,0,7104911000
2026-05,5700,CHINA,2249,114,NO,2249,7104911000
2026-05,5820,HONG KONG,50876,187,NO,50876,7104911000
2026-05,6021,AUSTRALIA,0,0,NO,0,7104911000
2026-05,4099,DENMARK,3110,1,NO,3110,7104911000
2026-05,4120,UNITED KINGDOM,0,0,NO,0,7104911000
2026-05,4190,IRELAND,0,0,NO,0,7104911000
2026-05,4231,BELGIUM,4931,11,NO,4931,7104911000
2026-05,4280,GERMANY,0,0,NO,0,7104911000
2026-05,4330,AUSTRIA,14817,10733,NO,14817,7104911000
2026-05,4419,SWITZERLAND,0,0,NO,0,7104911000
2026-05,4631,ARMENIA,0,0,NO,0,7104911000
2026-05,4759,ITALY,0,0,NO,0,7104911000
2026-05,4890,TURKEY,0,0,NO,0,7104911000
2026-05,5081,ISRAEL,40574,996,NO,40574,7104911000
2026-05,-,TOTAL FOR ALL COUNTRIES,25514182,1566368,NO,22608962,7104911000
2026-05,0003,EUROPEAN UNION,22858,10745,NO,22858,7104911000
2026-05,1XXX,NORTH AMERICA,320815,939,NO,320815,7104911000
2026-05,4XXX,EUROPE,22858,10745,NO,22858,7104911000
2026-05,7XXX,AFRICA,4342,1,NO,4342,7104911000
2026-05,0014,PACIFIC RIM COUNTRIES,53125,301,NO,53125,7104911000
2026-05,5XXX,ASIA,25166167,1554683,NO,22260947,7104911000
2026-05,6XXX,AUSTRALIA AND OCEANIA,0,0,NO,0,7104911000
2026-05,0020,USMCA (NAFTA),320815,939,NO,320815,7104911000
2026-05,0021,TWENTY LATIN AMERICAN REPUBLICS,0,0,NO,0,7104911000
2026-05,0022,OECD,384247,12680,NO,384247,7104911000
2026-05,0023,NATO,328856,951,NO,328856,7104911000
2026-05,0024,LAFTA,0,0,NO,0,7104911000
2026-05,0025,EURO AREA,19748,10744,NO,19748,7104911000
2026-05,0026,APEC,516208,34369,NO,516208,7104911000
2026-05,0027,ASEAN,142268,33129,NO,142268,7104911000
2026-05,1220,CANADA,320815,939,NO,320815,7104911000
2026-05,2010,MEXICO,0,0,NO,0,7104911000
2026-05,7930,BOTSWANA,4342,1,NO,4342,7104911000
2026-06,5200,UNITED ARAB EMIRATES,1290124,7313,NO,1290124,7104911000
2026-06,5330,INDIA,16463129,1104672,NO,16422506,7104911000
2026-06,5490,THAILAND,134998,8531,NO,134998,7104911000
2026-06,5590,SINGAPORE,7200,2,NO,7200,7104911000
2026-06,5700,CHINA,28807,255784,NO,28807,7104911000
2026-06,5820,HONG KONG,6185,36,NO,6185,7104911000
2026-06,5880,JAPAN,19790,5,NO,19790,7104911000
2026-06,6021,AUSTRALIA,0,0,NO,0,7104911000
2026-06,4099,DENMARK,0,0,NO,0,7104911000
2026-06,4120,UNITED KINGDOM,0,0,NO,0,7104911000
2026-06,4190,IRELAND,0,0,NO,0,7104911000
2026-06,4231,BELGIUM,9669,852,NO,3478,7104911000
2026-06,4280,GERMANY,46126,87,NO,46126,7104911000
2026-06,4330,AUSTRIA,25302,20985,NO,25302,7104911000
2026-06,4419,SWITZERLAND,0,0,NO,0,7104911000
2026-06,4631,ARMENIA,0,0,NO,0,7104911000
2026-06,4759,ITALY,0,0,NO,0,7104911000
2026-06,4890,TURKEY,0,0,NO,0,7104911000
2026-06,5081,ISRAEL,117583,3323,NO,117583,7104911000
2026-06,-,TOTAL FOR ALL COUNTRIES,18273177,1401926,NO,18226363,7104911000
2026-06,0003,EUROPEAN UNION,81097,21924,NO,74906,7104911000
2026-06,1XXX,NORTH AMERICA,124264,336,NO,124264,7104911000
2026-06,4XXX,EUROPE,81097,21924,NO,74906,7104911000
2026-06,7XXX,AFRICA,0,0,NO,0,7104911000
2026-06,0014,PACIFIC RIM COUNTRIES,61982,255827,NO,61982,7104911000
2026-06,5XXX,ASIA,18067816,1379666,NO,18027193,7104911000
2026-06,6XXX,AUSTRALIA AND OCEANIA,0,0,NO,0,7104911000
2026-06,0020,USMCA (NAFTA),124264,336,NO,124264,7104911000
2026-06,0021,TWENTY LATIN AMERICAN REPUBLICS,0,0,NO,0,7104911000
2026-06,0022,OECD,342734,25588,NO,336543,7104911000
2026-06,0023,NATO,180059,1275,NO,173868,7104911000
2026-06,0024,LAFTA,0,0,NO,0,7104911000
2026-06,0025,EURO AREA,81097,21924,NO,74906,7104911000
2026-06,0026,APEC,321244,264694,NO,321244,7104911000
2026-06,0027,ASEAN,142198,8533,NO,142198,7104911000
2026-06,1220,CANADA,124264,336,NO,124264,7104911000
2026-06,2010,MEXICO,0,0,NO,0,7104911000
2026-06,7930,BOTSWANA,0,0,NO,0,7104911000
